user_age,user_gender,like_to_click_ratio,bookmark_to_click_ratio,watch_time_last_7d,total_spent_amount,days_since_last_purchase,series_content_type,series_rating,days_since_last_update,series_wt_7d,series_wt_24h,series_like_ratio,series_like_ratio_7d,series_book_ratio,series_book_ratio_7d,series_share_ratio,series_share_ratio_7d,series_comment_ratio,series_comment_ratio_7d,log_series_clicks,log_series_clicks_7d,match_genre_wt_score,match_tag_click_7d_score,is_language_match,is_age_appropriate,label
24,MALE,0.187244342963998,0.15771890583243017,1130.3067905327496,0,-1,COMIC,4,147,89189.73862504498,41171.984669862235,0.12633869766909112,0.11890788940129099,0.13790733634957905,0.1446055328046036,0.016665712158524713,0.016166202641842414,0.013114941870454155,0.013600296552547462,4.242093983883883,3.2422929049829308,0.01,0.02,1,1,0
19,FEMALE,0.07371599454531126,0.14164295796883208,512.2237230005478,0,-1,COMIC,4.8,75,533917.6635052986,68935.08642497698,0.12181189402828382,0.11321633907569185,0.0714815043537331,0.07446911237256351,0.002161427777434694,0.002292983507738905,0.03038349904279627,0.03263519557690772,4.510370721280114,3.510410948010177,0.02,0.81,1,1,1
37,UNKNOWN,0.22522980764020495,0.04287926880021677,613.2628548449269,199000,46,MOVIE,3.9,1,454149.39552475006,72184.95578078227,0.23685320161436058,0.23054053929657523,0.045117763990121074,0.04098538741866451,0.009517498945846636,0.008880175210489833,0.013854587073067887,0.013940047541382077,4.521177325408375,3.5212688755983854,0.01,0.8200000000000001,1,1,0
12,FEMALE,0.28331449621999877,0.10249817381263548,948.898188272235,0,7,COMIC,3.7,8,367806.0111454189,45609.437455869585,0.12231727450097554,0.1276185563090447,0.0920006003301816,0.08371948195168726,0.019060483265796187,0.020214890241951843,0.018159987993396368,0.019182458260678797,4.300812794118117,3.300812794118117,0.02,0.01,0,1,0
12,UNKNOWN,0.26228155076801024,0.11023054729464586,211.33867948174114,0,-1,COMIC,4,174,537281.8844548601,54517.67370679152,0.0785306573375069,0.0847322184296792,0.049553489228503035,0.04786810109233073,0.020507273062051187,0.022297690500383566,0.01970171239182471,0.018913199989248886,4.637979785399654,3.6379897807846855,0.01,0.03,0,1,0
18,FEMALE,0.07839393333460927,0.053575642748699484,938.7481025219399,0,19,MOVIE,3.3,166,264111.1498652858,37276.53028787219,0.06676849225398211,0.06731295727621317,0.086231725943705,0.08892789468636673,0.005585860789875627,0.0057334510644333776,0.010997163430067642,0.011156834816776328,4.360138813577575,3.3602146132953523,0.02,0.02,1,1,1
15,MALE,0.2763056638455478,0.12413959042066308,386.3905052397395,99000,-1,COMIC,3.4,127,471556.67024287843,45930.78207753628,0.18566253727460125,0.19965122146516692,0.021994516380811336,0.02191470597184318,0.017571597254187762,0.018034952784346026,0.026777673264354474,0.028095544824202335,4.698691966886123,3.698709349442587,0.02,0.01,1,0,0
22,UNKNOWN,0.27697157294752156,0.15075566143553323,944.07434340849,0,38,MOVIE,4.2,172,270781.415577879,26798.30029758622,0.17651564893849858,0.16382024131142045,0.14055592033267675,0.13342656820574922,0.02630772597942657,0.02628660959035053,0.03639746115123659,0.036276828964364446,4.659830663193139,3.6599162000698504,0.02,0.8200000000000001,0,1,1
26,UNKNOWN,0.20632263246557397,0.05882082465640456,1158.5903550171531,499000,38,COMIC,3.4,103,121342.35092825585,17114.481143129917,0.1921971873582338,0.2054324320944314,0.13322244064721003,0.13883217051954055,0.014214426130349312,0.013657361606544476,0.024194767881445638,0.026154383447808297,3.820464190577684,2.8208579894397,0.02,0.81,1,1,0
35,FEMALE,0.10938142577240738,0.19694501622450405,217.70974277525747,99000,-1,MOVIE,3.5,140,657630.7484004869,110345.2050229949,0.1653748752973678,0.16332937206845358,0.03760263985879825,0.039828402935295174,0.019364080525925358,0.018185760812718194,0.03877932110608037,0.04246939288276693,4.592110108627508,3.5921767573958667,0.01,0.01,1,1,0
21,FEMALE,0.16748478288810914,0.1657875341667895,921.7947932178076,199000,-1,MOVIE,4.8,32,679073.650506259,103034.23055844537,0.1449119911991199,0.15250727112706466,0.05211771177117712,0.056059380607914676,0.026925192519251927,0.027495521989516214,0.020957095709570956,0.01947569511301485,4.560635818678364,3.560743301054712,0.01,0.01,1,1,0
32,MALE,0.17316540804769653,0.07230908836766298,1059.6719555649634,99000,29,MOVIE,4.2,171,111907.57750926961,18900.155678167743,0.06202424584155625,0.06396319950105617,0.0778122356921342,0.07639052089354405,0.011220749929517902,0.0103181155455431,0.010318579080913447,0.011038507140355817,4.248855680106431,3.2489536154957075,0.02,0.03,1,1,0
22,UNKNOWN,0.0923057256848193,0.165757584971049,788.6550161878022,0,-1,COMIC,3.9,113,382815.92139657,87673.73550437592,0.10564881157772951,0.10040089726434526,0.049586944607952585,0.049671224798003163,0.01676578642904987,0.016909747365008963,0.04118375383116488,0.03973145143518196,4.692564932752005,3.692582562274909,0.01,0.03,1,1,0
18,MALE,0.1118361250959528,0.18610844562657636,934.6615071610374,199000,-1,MOVIE,3.8,2,578744.4546739456,57910.524800927305,0.14456620332916575,0.13354111830837193,0.07700227991468707,0.0801574685804075,0.007918413375499497,0.007223301938850266,0.025128091981074258,0.024065649554057017,4.610574998959417,3.61066016308988,0.01,0.01,0,1,0
29,MALE,0.2211177488217273,0.05510115070410798,941.8933529811325,0,-1,MOVIE,3,103,97114.7078679097,13887.53250067017,0.08104179285281647,0.08133543778767717,0.028346456692913385,0.03050883197892884,0.005451241671714113,0.005369519091963066,0.04373107207752877,0.04778839803648168,3.9167696842831363,2.9169800473203824,0.01,0.03,0,1,0
29,MALE,0.23636285856682365,0.15592611505196058,319.92501853164475,199000,12,MOVIE,3.9,32,318789.49156980816,126661.07171686403,0.17586897772807752,0.19251095562209752,0.13118535085266983,0.12223976254273289,0.001141552511415525,0.0012245340696428516,0.010273972602739725,0.010027133252984863,4.632710303832954,3.6327608884794387,0.01,0.02,1,1,0
33,UNKNOWN,0.191585713340153,0.07143646842860771,78.93257649578797,199000,-1,MOVIE,4.1,65,170753.930628596,70775.44936858081,0.17770442610652662,0.16633721138616375,0.03351837959489872,0.03319515541869742,0.008492123030757689,0.008975491645406779,0.009392348087021756,0.00883151273323868,4.52278318998285,3.52283531366053,0.02,0.01,0,1,0
41,MALE,0.2434017344541784,0.11461883649103786,1039.6673075288263,499000,-1,MOVIE,4.2,172,270781.415577879,26798.30029758622,0.17651564893849858,0.16382024131142045,0.14055592033267675,0.13342656820574922,0.02630772597942657,0.02628660959035053,0.03639746115123659,0.036276828964364446,4.659830663193139,3.6599162000698504,0.02,0.03,1,1,0
35,FEMALE,0.10938142577240738,0.19694501622450405,217.70974277525747,99000,-1,COMIC,4.7,117,100730.12109525788,11634.844221101197,0.20237230694747035,0.20484141435555128,0.07516339869281045,0.07586498002008407,0.009198741224885015,0.009160093616683766,0.015371580731057856,0.014432559161100452,3.917137752756444,2.9175055095525466,0.01,0.02,0,1,0
29,UNKNOWN,0.16351460174315546,0.06199957805674586,773.1032895924254,0,-1,COMIC,3.8,27,65634.80400552892,12318.417319911123,0.09517703915573528,0.09913216541884597,0.09320445803333662,0.08733233290071807,0.015090245586349738,0.013794806794506176,0.04398855902949009,0.04541290489211489,4.006037954997317,3.0060379549973173,0.02,0.03,0,1,0
16,UNKNOWN,0.2098526926039837,0.1480895495827035,129.50417362747095,0,40,MOVIE,3.4,130,22474.985968639205,4850.393497126938,0.10765349032800672,0.11302172534699845,0.10933557611438183,0.11349279375382562,0.022708158116063918,0.023993935381016723,0.010513036164844407,0.010025221684157103,3.3763944420372662,2.376576957056512,0.01,0.02,1,1,0
18,MALE,0.1118361250959528,0.18610844562657636,934.6615071610374,199000,-1,MOVIE,4.2,172,270781.415577879,26798.30029758622,0.17651564893849858,0.16382024131142045,0.14055592033267675,0.13342656820574922,0.02630772597942657,0.02628660959035053,0.03639746115123659,0.036276828964364446,4.659830663193139,3.6599162000698504,0.02,0.03,1,1,0
12,MALE,0.07474613208373306,0.19603747715004458,909.8488448739314,0,-1,COMIC,4.6,7,231722.66894005853,41295.27947912171,0.07083333333333333,0.07107758227577583,0.1474867724867725,0.1481244088209063,0.00873015873015873,0.009338559443602271,0.040013227513227514,0.03757241553283377,4.179580513395409,3.179838928023187,0.01,0.01,1,0,0
28,MALE,0.0923840208449493,0.09836809462665608,831.2913978618012,99000,-1,COMIC,3.4,127,471556.67024287843,45930.78207753628,0.18566253727460125,0.19965122146516692,0.021994516380811336,0.02191470597184318,0.017571597254187762,0.018034952784346026,0.026777673264354474,0.028095544824202335,4.698691966886123,3.698709349442587,0.02,0.01,1,1,0
16,FEMALE,0.06199161574326549,0.1472804907220138,229.02372884442525,0,-1,MOVIE,4.3,162,367598.58640417835,51250.61741334578,0.09420006771362346,0.09254848066012512,0.11823840404198245,0.10806501474202142,0.017735760606297366,0.018487066369441318,0.010834179753626586,0.011406476328918285,4.584308604274195,3.584331224367531,0.02,0.02,1,1,0
30,MALE,0.17207901513212542,0.1318213423899377,800.4072218471956,99000,24,COMIC,3.4,8,465625.59720137116,20312.35223150039,0.19477755632875046,0.2046116748418568,0.0575955139681789,0.060170626880802984,0.016349694287741107,0.017561262959230602,0.04587372901395129,0.0498764082925519,4.471350395537361,3.471438407389299,0.01,0.03,1,1,1
36,UNKNOWN,0.06525769088318449,0.058637224158062204,263.90965801894004,499000,-1,COMIC,3.7,105,8520.628402596889,1173.7803817366898,0.058,0.06318384881232887,0.062,0.0668966746772113,0.002,0.001941912257327073,0.032,0.028803120379045907,2.699837725867246,1.7075701760979363,0.01,0.01,1,1,0
34,MALE,0.18972517707500508,0.05723737129314356,225.36481925365854,499000,-1,MOVIE,4,170,152941.56046802475,33486.047227435,0.17250741615968626,0.1761172468285262,0.14495449746090805,0.14821177869708455,0.00336869626426668,0.0033275198596825492,0.04384333048418724,0.0434151331674482,4.298634783124435,3.2986347831244354,0.01,0.03,0,1,0
23,UNKNOWN,0.12620837836941462,0.048842330699245595,508.820923774466,0,13,COMIC,3.4,8,465625.59720137116,20312.35223150039,0.19477755632875046,0.2046116748418568,0.0575955139681789,0.060170626880802984,0.016349694287741107,0.017561262959230602,0.04587372901395129,0.0498764082925519,4.471350395537361,3.471438407389299,0.01,0.03,0,1,0
15,MALE,0.2763056638455478,0.12413959042066308,386.3905052397395,99000,-1,MOVIE,4.9,66,439713.32862781995,25867.816499774897,0.19879148787109205,0.2082131215273457,0.08717926263245468,0.08298762404348496,0.01151589456169542,0.012405405034488046,0.02009808214379543,0.02125904965383886,4.358677084512974,3.3586960995738107,0.02,0.03,0,1,0
12,FEMALE,0.28331449621999877,0.10249817381263548,948.898188272235,0,7,COMIC,3.9,113,382815.92139657,87673.73550437592,0.10564881157772951,0.10040089726434526,0.049586944607952585,0.049671224798003163,0.01676578642904987,0.016909747365008963,0.04118375383116488,0.03973145143518196,4.692564932752005,3.692582562274909,0.01,0.03,0,0,0
37,UNKNOWN,0.22522980764020495,0.04287926880021677,613.2628548449269,199000,46,COMIC,3.4,124,813832.8282423778,28876.841365498865,0.09879791335903833,0.09020505276217201,0.1298933998639147,0.12103681464420626,0.022091177137672943,0.020521828505237438,0.02479020185983216,0.02576124949750481,4.6443499488956554,3.6444385894678386,0.02,0.02,1,1,0
39,FEMALE,0.1613346974688427,0.072819766964632,580.4407407564509,99000,-1,COMIC,4,147,89189.73862504498,41171.984669862235,0.12633869766909112,0.11890788940129099,0.13790733634957905,0.1446055328046036,0.016665712158524713,0.016166202641842414,0.013114941870454155,0.013600296552547462,4.242093983883883,3.2422929049829308,0.01,0.02,1,1,0
12,MALE,0.12787485035174773,0.08402169013149809,1165.445475636443,0,-1,MOVIE,3.3,131,658267.914117236,83345.63220635764,0.16024241727941177,0.15949052271526998,0.12864774816176472,0.1245032460303616,0.019617417279411766,0.01779290383891444,0.009937959558823529,0.010613339236969626,4.541791347494252,3.5418287667813124,0.01,0.02,0,0,0
36,UNKNOWN,0.06525769088318449,0.058637224158062204,263.90965801894004,499000,-1,COMIC,3.2,122,308487.7095264128,58020.05794030672,0.06591213281048207,0.0691812302741837,0.10388146617512387,0.11104037870624804,0.02197853805151807,0.022129529590447557,0.04038791180407166,0.039033346606523175,4.629287245395218,3.629307640073749,0.01,0.02,0,1,0
35,FEMALE,0.17739323865542556,0.045778835509112256,1033.7596870310736,99000,24,MOVIE,3.7,24,800852.9229523935,120063.02514668218,0.16581232346479757,0.16557076348837393,0.11024165707710011,0.11906575130807735,0.025755832200020923,0.026233543453301415,0.011214562192697982,0.012260441717707776,4.679391552456953,3.6794278966121188,0.02,0.01,1,1,1
36,MALE,0.27822106634304816,0.10729986146545203,631.2799949125836,499000,37,MOVIE,4.1,70,12733.257610743758,1810.1755943008288,0.08695652173913043,0.09472489983882505,0.1331103678929766,0.14298699566345469,0.0274247491638796,0.025419249656191256,0.033444816053511704,0.0312558039058816,3.1749315935284423,2.1760912590556813,0.01,0.03,1,1,1
12,UNKNOWN,0.26228155076801024,0.11023054729464586,211.33867948174114,0,-1,MOVIE,3.2,115,395376.3442977645,87140.21324212651,0.10979314717459647,0.10068807191208004,0.031807254378781076,0.03239033623183666,0.01751512429662114,0.01650181530894394,0.041212057168520326,0.0431039978534028,4.578111777789627,3.5781806096277777,0.01,0.01,0,1,0
33,UNKNOWN,0.21530648117247825,0.19203870021058575,843.5660022496027,199000,31,MOVIE,4.1,106,667016.6364641469,43451.137474566356,0.09285834880972481,0.09413909024527017,0.1123304631661883,0.12191904966637321,0.0072879734368844614,0.007118435845969965,0.0426867015588947,0.0439398034463635,4.550705203418862,3.550717423469283,0.02,0.02,1,1,0
33,FEMALE,0.2965631856128764,0.1889799921061211,985.4284138127865,0,-1,MOVIE,3.6,32,259186.28048453075,14257.954949553561,0.22020515091137186,0.23118154471871813,0.04398199394878607,0.04757780209291711,0.013504538410449414,0.013799236535095148,0.009372002066268172,0.008843373293043218,4.132003392986632,3.1322596895310446,0.81,0.02,0,1,0
22,UNKNOWN,0.27697157294752156,0.15075566143553323,944.07434340849,0,38,MOVIE,3.6,130,397865.58408145106,14705.627831194259,0.2222048107811643,0.21597873815370486,0.06197602444566325,0.06244083382533219,0.011321789547911933,0.010620394068006347,0.04035101465172765,0.0410066606102084,4.406999778376446,3.40705081480425,0.01,0.03,0,1,0
18,FEMALE,0.07839393333460927,0.053575642748699484,938.7481025219399,0,19,MOVIE,3.6,156,61625.22020695923,12614.951772289078,0.07084785133565621,0.0709102075609962,0.024622531939605112,0.024081805256546504,0.02229965156794425,0.023969767018908794,0.0329849012775842,0.031612356599167536,3.6340740254874686,2.6344772701607315,0.01,0.03,0,1,1
21,FEMALE,0.22043281807409076,0.1312891495520864,706.7912058157871,499000,-1,COMIC,4.8,52,125332.79828875497,14313.433606440949,0.18800054296185692,0.1807214709755275,0.0925749966064884,0.10132094937626115,0.010994977602823402,0.010527861223771058,0.04099362019818108,0.04046335165845305,3.8673496171887924,2.8674674878590514,0.01,0.02,1,1,0
29,MALE,0.2211177488217273,0.05510115070410798,941.8933529811325,0,-1,COMIC,3.4,107,417041.6377594231,68157.48288782626,0.22244874408585605,0.21744641834247064,0.035850290418125166,0.0393466612384292,0.015963380390045006,0.01705970978495528,0.029657268146324575,0.031003273111996087,4.414939939418018,3.4149733479708178,0.8,0.02,0,1,1
27,MALE,0.06913886075410354,0.19993958697626465,1082.5767233994561,99000,-1,MOVIE,4.4,5,94501.19162565778,37015.47022196146,0.2481911594819724,0.2439126708816104,0.10621997932753693,0.10032871403818192,0.009363409740378184,0.009225792129854516,0.009120204292576154,0.00991412415228901,4.216113097315182,3.216165902285993,0.01,0.03,0,1,0
12,MALE,0.07474613208373306,0.19603747715004458,909.8488448739314,0,-1,MOVIE,4.1,178,498623.9133876013,27487.870547148388,0.17540758200746415,0.18650740938930915,0.13627970929090552,0.14078916822648527,0.013985464545275977,0.015050887050828507,0.02455313297976822,0.023703317078898167,4.405790162302506,3.4058583993176366,0.01,0.03,1,0,0
21,FEMALE,0.22043281807409076,0.1312891495520864,706.7912058157871,499000,-1,MOVIE,4.1,30,419535.1856203364,77976.55642869779,0.1782429261187387,0.1719348714777978,0.0521673455075122,0.049994080102188684,0.009144121058452243,0.008928975904368551,0.028214603619885092,0.025393852625695785,4.569069445598222,3.5691397254724593,0.01,0.02,1,1,0
42,MALE,0.20629200360932937,0.18849782054010808,193.21624623554263,0,-1,MOVIE,4.5,142,297443.4284072871,119279.5269415198,0.23020574270856883,0.2123329677481019,0.12618132489260683,0.1259932511243226,0.008026226543070314,0.008052307682258352,0.016120280352701785,0.016983910882281135,4.645726758261136,3.645815118296642,0.01,0.01,1,1,0
